0.3176160581054973,0.0000011593519484639661
0.40835324821949665,0.000001248807193505811
0.5113115561386233,0.0000013286403057161842
0.6402136916078554,0.00000143109027269285
0.7911301458331671,0.0000014855034545432207
1.004007214924279,0.0000014147111093937913
1.2409435014477987,0.0000013144565122093826
1.5338668912828433,0.0000011915973539609957
1.8465448349125044,0.0000010409973481315766
2.2228047056607787,9.436532547402589e-7
2.6406822122770124,8.345836379683611e-7
3.2641664223138527,7.381727742616259e-7
3.9820052467786344,6.37001984511582e-7
4.730493129448787,5.703556979774941e-7
5.770662918096951,4.982830590734952e-7
6.947009460854277,4.35307565420606e-7
8.252822005036846,3.8976354288867944e-7
10.067977997731488,3.3222812951783756e-7
11.803477689864792,2.9382150614298856e-7
14.399577939006189,2.5044869172353346e-7
17.566674015028205,2.134784073821486e-7
20.323566209546126,1.9113422706883694e-7
24.79302119108803,1.6493819088996144e-7
29.847065271739996,1.4409248119872e-7
35.46069156154114,1.2281630231037533e-7
42.129133071978586,1.0597862755931955e-7
50.0515860023838,9.144933765367217e-8
61.058675412083666,7.89156842392734e-8
72.54085998774657,6.80966268423171e-8
86.18025540775079,5.948883285584116e-8
102.38659451830625,5.133312713840936e-8
121.63769312092424,4.4844333147009706e-8
144.51186185036696,3.86963358392163e-8
173.97463119859466,3.339199458277517e-8
206.6957230233101,2.846145244572942e-8
239.1455772932345,2.4862592910191057e-8
287.90885745271675,2.1191971510595295e-8
0.3134332747831359,0.000001173687899672286
0.37720189199178394,0.0000012182566050995226
0.43053052917158474,0.000001280063517006603
0.5180983704605097,0.0000013617983954487005
0.6402136916078554,0.00000143109027269285
0.7404958754656249,0.000001467151185168805
0.8679364462942691   0.0000014675665403944856
1.0039835320828188   0.0000014322384850311486
1.161410483364166    0.0000013637593035503716
1.3614838370671305   0.0000012669958932451169
1.5750419713748591   0.0000011770704137445814
1.8221411538801846   0.0000010801451122116676
2.0528983452828817   0.0000010034340923457718
2.375077684377312    8.984074877029765d-7
2.7477546358922864   8.143394018375483d-7
3.0958051711936676   7.4724775850544d-7
3.6293688098596837   6.690512336794393d-7
4.035145313503536    6.292213561417141d-7
4.6070449206132436   5.633492500232428d-7
5.1903617788104475   5.298245079265935d-7
5.925849991055227    4.802350842184622d-7
7.039717662729968    4.299905232834035d-7
8.144714406609214    3.802732875228629d-7
9.548009730895902    3.489680966950508d-7
11.046462624014355   3.1244259431864786d-7
12.779779408901353   2.8320591585512d-7
14.399238277182693   2.5355159256920794d-7
16.223532940052966   2.2981477144386553d-7
18.77051974726747    2.00755429402366d-7
21.715317517133403   1.8422431936682325d-7
24.467091425388222   1.6493430027546458d-7
27.204525443387773   1.4949006644919173d-7
31.059479806108683   1.3549840291834464d-7
36.89852537998216    1.19837185405164d-7
41.57432159219977    1.072891048788499d-7
48.098944442937366   9.605945812223234d-8
54.19278398832408    8.706662888483629d-8
62.69625385953089    7.891940734751553d-8
68.79605570776685    7.065246980148763d-8
82.82009478885415    6.172305893245735d-8
93.31509103928195    5.5260074081834206d-8
107.95729996053635   5.00891369331252d-8
123.26095444985893   4.429658431859913d-8
135.24679578176185   4.06451679900413d-8
158.56039186770383   3.594645791613357d-8
178.65744373866687   3.17886839687213d-8
206.69084741886687   2.8814071835574205d-8
239.12865456664431   2.5798184540226966d-8
280.37566950679883   2.1719309962292307d-8
