  0.33113113  3.45846419E-07
  0.416869402  3.74602122E-07
  0.524807453  4.01495459E-07
  0.660693467  4.25665645E-07
  0.831763804  4.50743777E-07
  1.04712856  4.76171219E-07
  1.31825674  5.03526988E-07
  1.65958691  5.28238681E-07
  2.0892961  5.49378355E-07
  2.63026786  5.60844906E-07
  3.31131124  5.6497459E-07
  4.16869354  5.60837638E-07
  5.24807453  5.51869752E-07
  6.60693407  5.35277533E-07
  8.31763744  5.14087173E-07
  10.4712849  4.8941969E-07
  13.1825666  4.63916615E-07
  16.5958672  4.39712655E-07
  20.8929596  4.1821842E-07
  26.3026772  3.97489773E-07
  33.1131096  3.74061285E-07
  41.6869354  3.43549496E-07
  52.4807396  3.05812319E-07
  66.0693359  2.65432607E-07
  83.1763687  2.24989874E-07
  104.712845  1.86355603E-07
  131.825653  1.51863345E-07
  165.958679  1.24173706E-07
  208.929581  1.04062777E-07
  263.026764  9.09799837E-08
